Year,Vaccination by age,Vaccine,Country,Region,GeoCode,Value
2016/17,By 2nd birthday,Pneumococcal disease,Wales,,W92000004,95.4
2017/18,By 2nd birthday,Pneumococcal disease,Wales,,W92000004,95.2
2009/10,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,94.2
2010/11,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,93.4
2011/12,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,94.5
2012/13,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,95.5
2013/14,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,95.5
2014/15,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,95.4
2015/16,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,95.3
2016/17,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,94.9
2017/18,By 2nd birthday,Pneumococcal disease,Scotland,,S92000003,94.8
2009/10,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,92.8
2010/11,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,92.8
2011/12,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,93.9
2012/13,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,95.8
2013/14,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,96.0
2014/15,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,95.2
2015/16,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,96.1
2016/17,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,95.1
2017/18,By 2nd birthday,Pneumococcal disease,Northern Ireland,,N92000002,94.7
2013/14,By 2nd birthday,Pneumococcal disease,England,North East,E12000001,95.7
2014/15,By 2nd birthday,Pneumococcal disease,England,North East,E12000001,95.3
2015/16,By 2nd birthday,Pneumococcal disease,England,North East,E12000001,95.4
2016/17,By 2nd birthday,Pneumococcal disease,England,North East,E12000001,94.9
2017/18,By 2nd birthday,Pneumococcal disease,England,North East,E12000001,95.0
2013/14,By 2nd birthday,Pneumococcal disease,England,North West,E12000002,94.2
2014/15,By 2nd birthday,Pneumococcal disease,England,North West,E12000002,93.3
2015/16,By 2nd birthday,Pneumococcal disease,England,North West,E12000002,92.2
2016/17,By 2nd birthday,Pneumococcal disease,England,North West,E12000002,93.3
2017/18,By 2nd birthday,Pneumococcal disease,England,North West,E12000002,92.7
2013/14,By 2nd birthday,Pneumococcal disease,England,Yorkshire and The Humber,E12000003,95.0
2014/15,By 2nd birthday,Pneumococcal disease,England,Yorkshire and The Humber,E12000003,94.8
2015/16,By 2nd birthday,Pneumococcal disease,England,Yorkshire and The Humber,E12000003,94.4
2016/17,By 2nd birthday,Pneumococcal disease,England,Yorkshire and The Humber,E12000003,94.3
2017/18,By 2nd birthday,Pneumococcal disease,England,Yorkshire and The Humber,E12000003,93.5
2013/14,By 2nd birthday,Pneumococcal disease,England,East Midlands,E12000004,95.2
2014/15,By 2nd birthday,Pneumococcal disease,England,East Midlands,E12000004,94.2
2015/16,By 2nd birthday,Pneumococcal disease,England,East Midlands,E12000004,94.0
2016/17,By 2nd birthday,Pneumococcal disease,England,East Midlands,E12000004,93.5
2017/18,By 2nd birthday,Pneumococcal disease,England,East Midlands,E12000004,93.2
2013/14,By 2nd birthday,Pneumococcal disease,England,West Midlands,E12000005,93.7
2014/15,By 2nd birthday,Pneumococcal disease,England,West Midlands,E12000005,93.7
2015/16,By 2nd birthday,Pneumococcal disease,England,West Midlands,E12000005,93.0
2016/17,By 2nd birthday,Pneumococcal disease,England,West Midlands,E12000005,93.1
2017/18,By 2nd birthday,Pneumococcal disease,England,West Midlands,E12000005,91.0
2013/14,By 2nd birthday,Pneumococcal disease,England,East of England,E12000006,94.1
2014/15,By 2nd birthday,Pneumococcal disease,England,East of England,E12000006,94.3
2015/16,By 2nd birthday,Pneumococcal disease,England,East of England,E12000006,93.9
2016/17,By 2nd birthday,Pneumococcal disease,England,East of England,E12000006,94.1
2017/18,By 2nd birthday,Pneumococcal disease,England,East of England,E12000006,92.6
2013/14,By 2nd birthday,Pneumococcal disease,England,London,E12000007,86.3
2014/15,By 2nd birthday,Pneumococcal disease,England,London,E12000007,86.4
2015/16,By 2nd birthday,Pneumococcal disease,England,London,E12000007,85.6
2016/17,By 2nd birthday,Pneumococcal disease,England,London,E12000007,84.5
2017/18,By 2nd birthday,Pneumococcal disease,England,London,E12000007,84.3
2013/14,By 2nd birthday,Pneumococcal disease,England,South East,E12000008,91.4
2014/15,By 2nd birthday,Pneumococcal disease,England,South East,E12000008,91.3
2015/16,By 2nd birthday,Pneumococcal disease,England,South East,E12000008,90.5
2016/17,By 2nd birthday,Pneumococcal disease,England,South East,E12000008,90.8
2017/18,By 2nd birthday,Pneumococcal disease,England,South East,E12000008,91.3
2013/14,By 2nd birthday,Pneumococcal disease,England,South West,E12000009,94.4
2014/15,By 2nd birthday,Pneumococcal disease,England,South West,E12000009,94.1
2015/16,By 2nd birthday,Pneumococcal disease,England,South West,E12000009,93.1
2016/17,By 2nd birthday,Pneumococcal disease,England,South West,E12000009,93.1
2017/18,By 2nd birthday,Pneumococcal disease,England,South West,E12000009,93.3
2007/08,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,92.6
2008/09,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,92.5
2009/10,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,94.0
2010/11,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,94.7
2011/12,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,95.4
2012/13,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,95.8
2013/14,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,95.6
2014/15,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,95.6
2015/16,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,95.6
2016/17,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,95.6
2017/18,By 5th birthday,Diphtheria Tetanus Polio,England,,E92000001,95.6
2007/08,By 5th birthday,Haemophilus Influenzae b,England,,E92000001,92.2
2008/09,By 5th birthday,Haemophilus Influenzae b,England,,E92000001,90.9
2009/10,By 5th birthday,Haemophilus Influenzae b,England,,E92000001,93.1
2010/11,By 5th birthday,Haemophilus Influenzae b,England,,E92000001,94.2
2011/12,By 5th birthday,Haemophilus Influenzae b,England,,E92000001,94.9
2012/13,By 5th birthday,Haemophilus Influenzae b,England,,E92000001,95.4
2009/10,By 5th birthday,Measles mumps rubella,,,,83.6
2010/11,By 5th birthday,Measles mumps rubella,,,,85.0
2011/12,By 5th birthday,Measles mumps rubella,,,,86.5
2012/13,By 5th birthday,Measles mumps rubella,,,,88.2
2013/14,By 5th birthday,Measles mumps rubella,,,,89.0
2014/15,By 5th birthday,Measles mumps rubella,,,,89.3
2015/16,By 5th birthday,Measles mumps rubella,,,,88.9
2016/17,By 5th birthday,Measles mumps rubella,,,,88.2
2017/18,By 5th birthday,Measles mumps rubella,,,,87.8
2007/08,By 5th birthday,Measles mumps rubella,England,,E92000001,74.6
2008/09,By 5th birthday,Measles mumps rubella,England,,E92000001,78.0
2009/10,By 5th birthday,Measles mumps rubella,England,,E92000001,82.7
2010/11,By 5th birthday,Measles mumps rubella,England,,E92000001,84.2
2011/12,By 5th birthday,Measles mumps rubella,England,,E92000001,86.0
2012/13,By 5th birthday,Measles mumps rubella,England,,E92000001,87.7
2013/14,By 5th birthday,Measles mumps rubella,England,,E92000001,88.3
2014/15,By 5th birthday,Measles mumps rubella,England,,E92000001,88.6
2015/16,By 5th birthday,Measles mumps rubella,England,,E92000001,88.2
2016/17,By 5th birthday,Measles mumps rubella,England,,E92000001,87.6
2017/18,By 5th birthday,Measles mumps rubella,England,,E92000001,87.2
2009/10,By 5th birthday,Measles mumps rubella,Wales,,W92000004,86.1
2010/11,By 5th birthday,Measles mumps rubella,Wales,,W92000004,86.9
2011/12,By 5th birthday,Measles mumps rubella,Wales,,W92000004,87.1
2012/13,By 5th birthday,Measles mumps rubella,Wales,,W92000004,89.6
2013/14,By 5th birthday,Measles mumps rubella,Wales,,W92000004,92.6
2014/15,By 5th birthday,Measles mumps rubella,Wales,,W92000004,93.1
2015/16,By 5th birthday,Measles mumps rubella,Wales,,W92000004,91.6
2016/17,By 5th birthday,Measles mumps rubella,Wales,,W92000004,90.3
2017/18,By 5th birthday,Measles mumps rubella,Wales,,W92000004,89.5
2009/10,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,89.7
2010/11,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,89.9
2011/12,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,90.2
2012/13,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,92.1
2013/14,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,93.0
2014/15,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,93.3
2015/16,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,93.1
2016/17,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,92.9
2017/18,By 5th birthday,Measles mumps rubella,Scotland,,S92000003,92.1
2009/10,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,89.9
2010/11,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,91.3
2011/12,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,91.2
2012/13,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,90.9
2013/14,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,92.4
2014/15,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,93.1
2015/16,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,93.0
2016/17,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,92.8
2017/18,By 5th birthday,Measles mumps rubella,Northern Ireland,,N92000002,92.4
2013/14,By 5th birthday,Measles mumps rubella,England,North East,E12000001,92.9
2014/15,By 5th birthday,Measles mumps rubella,England,North East,E12000001,93.6
2015/16,By 5th birthday,Measles mumps rubella,England,North East,E12000001,94.2
2016/17,By 5th birthday,Measles mumps rubella,England,North East,E12000001,92.4
2017/18,By 5th birthday,Measles mumps rubella,England,North East,E12000001,91.9
2013/14,By 5th birthday,Measles mumps rubella,England,North West,E12000002,91.5
2014/15,By 5th birthday,Measles mumps rubella,England,North West,E12000002,90.7
2015/16,By 5th birthday,Measles mumps rubella,England,North West,E12000002,89.4
2016/17,By 5th birthday,Measles mumps rubella,England,North West,E12000002,90.3
2017/18,By 5th birthday,Measles mumps rubella,England,North West,E12000002,89.4
2013/14,By 5th birthday,Measles mumps rubella,England,Yorkshire and The Humber,E12000003,91.7
2014/15,By 5th birthday,Measles mumps rubella,England,Yorkshire and The Humber,E12000003,92.3
2015/16,By 5th birthday,Measles mumps rubella,England,Yorkshire and The Humber,E12000003,91.8
2016/17,By 5th birthday,Measles mumps rubella,England,Yorkshire and The Humber,E12000003,90.5
2017/18,By 5th birthday,Measles mumps rubella,England,Yorkshire and The Humber,E12000003,90.5
2013/14,By 5th birthday,Measles mumps rubella,England,East Midlands,E12000004,91.1
2014/15,By 5th birthday,Measles mumps rubella,England,East Midlands,E12000004,91.2
2015/16,By 5th birthday,Measles mumps rubella,England,East Midlands,E12000004,90.5
2016/17,By 5th birthday,Measles mumps rubella,England,East Midlands,E12000004,88.8
2017/18,By 5th birthday,Measles mumps rubella,England,East Midlands,E12000004,89.0
2013/14,By 5th birthday,Measles mumps rubella,England,West Midlands,E12000005,90.1
2014/15,By 5th birthday,Measles mumps rubella,England,West Midlands,E12000005,90.6
2015/16,By 5th birthday,Measles mumps rubella,England,West Midlands,E12000005,89.1
2016/17,By 5th birthday,Measles mumps rubella,England,West Midlands,E12000005,89.9
2017/18,By 5th birthday,Measles mumps rubella,England,West Midlands,E12000005,87.6
2013/14,By 5th birthday,Measles mumps rubella,England,East of England,E12000006,89.9
2014/15,By 5th birthday,Measles mumps rubella,England,East of England,E12000006,90.8
2015/16,By 5th birthday,Measles mumps rubella,England,East of England,E12000006,90.7
2016/17,By 5th birthday,Measles mumps rubella,England,East of England,E12000006,89.7
2017/18,By 5th birthday,Measles mumps rubella,England,East of England,E12000006,89.8
2013/14,By 5th birthday,Measles mumps rubella,England,London,E12000007,80.7
2014/15,By 5th birthday,Measles mumps rubella,England,London,E12000007,81.1
2015/16,By 5th birthday,Measles mumps rubella,England,London,E12000007,81.7
2016/17,By 5th birthday,Measles mumps rubella,England,London,E12000007,79.5
2017/18,By 5th birthday,Measles mumps rubella,England,London,E12000007,77.8
2013/14,By 5th birthday,Measles mumps rubella,England,South East,E12000008,86.6
2014/15,By 5th birthday,Measles mumps rubella,England,South East,E12000008,86.8
2015/16,By 5th birthday,Measles mumps rubella,England,South East,E12000008,86.4
2016/17,By 5th birthday,Measles mumps rubella,England,South East,E12000008,86.2
2017/18,By 5th birthday,Measles mumps rubella,England,South East,E12000008,87.2
2013/14,By 5th birthday,Measles mumps rubella,England,South West,E12000009,90.4
2014/15,By 5th birthday,Measles mumps rubella,England,South West,E12000009,90.9
2015/16,By 5th birthday,Measles mumps rubella,England,South West,E12000009,90.6
2016/17,By 5th birthday,Measles mumps rubella,England,South West,E12000009,90.0
2017/18,By 5th birthday,Measles mumps rubella,England,South West,E12000009,90.9
2008/09,By 15th birthday,Human papillomavirus vaccine,,,,80.9
2009/10,By 15th birthday,Human papillomavirus vaccine,,,,77.5
2010/11,By 15th birthday,Human papillomavirus vaccine,,,,83.8
2011/12,By 15th birthday,Human papillomavirus vaccine,,,,87.0
2012/13,By 15th birthday,Human papillomavirus vaccine,,,,85.8
2013/14,By 15th birthday,Human papillomavirus vaccine,,,,85.9
2015/16,By 15th birthday,Human papillomavirus vaccine,,,,85.3
2016/17,By 15th birthday,Human papillomavirus vaccine,,,,83.7
2017/18,By 15th birthday,Human papillomavirus vaccine,,,,83.9
2008/09,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,80.1
2009/10,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,76.4
2010/11,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,84.2
2011/12,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,86.8
2012/13,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,86.1
2013/14,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,86.7
2015/16,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,85.1
2016/17,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,83.1
2017/18,By 15th birthday,Human papillomavirus vaccine,England,,E92000001,83.8
2008/09,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,78.8
2009/10,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,77.3
2010/11,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,82.5
2011/12,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,85.5
2012/13,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,86.6
2013/14,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,77.2
2015/16,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,83.1
2016/17,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,81.3
2017/18,By 15th birthday,Human papillomavirus vaccine,Wales,,W92000004,80.3
2008/09,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,89.4
2009/10,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,86.9
2010/11,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,81.0
2011/12,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,82.6
2012/13,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,82.0
2013/14,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,81.4
2015/16,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,86.5
2016/17,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,88.8
2017/18,By 15th birthday,Human papillomavirus vaccine,Scotland,,S92000003,86.6
2008/09,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,83.9
2009/10,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,83.4
2010/11,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,84.6
2011/12,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,88.1
2012/13,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,86.8
2013/14,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,87.2
2015/16,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,90.7
2016/17,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,89.6
2017/18,By 15th birthday,Human papillomavirus vaccine,Northern Ireland,,N92000002,84.7
