Year,Country,Region,Ecosystem type,Series,Units,Unit multiplier,Observation status,GeoCode,Value
2015,England,East Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,6.346210145
2019,England,East Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,6.346210145
1999,England,London,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,12.33355752
2003,England,London,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,12.66431728
2007,England,London,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,12.66431728
2011,England,London,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,12.6667618
2015,England,London,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,12.6667618
2019,England,London,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,12.6667618
1999,England,North East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,89.43392546
2003,England,North East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,89.43392546
2007,England,North East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,89.43392546
2011,England,North East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,89.43392546
2015,England,North East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,89.43392546
2019,England,North East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,89.43392546
1999,England,North West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,65.72097081
2003,England,North West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,65.83732841
2007,England,North West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,65.83732841
2011,England,North West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,65.83732841
2015,England,North West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,65.83732841
2019,England,North West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,65.83732841
1999,England,South East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,23.52018976
2003,England,South East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,23.89973069
2007,England,South East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,34.80543498
2011,England,South East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,36.92356268
2015,England,South East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,36.92392005
2019,England,South East,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,36.92392005
1999,England,South West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,41.57568899
2003,England,South West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,42.51669963
2007,England,South West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,42.69487331
2011,England,South West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,42.69979159
2015,England,South West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,42.71700848
2019,England,South West,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,42.90201921
1999,England,West Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,90.73713773
2003,England,West Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,90.73713773
2007,England,West Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,90.73713773
2011,England,West Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,91.87534147
2015,England,West Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,91.87534147
2019,England,West Midlands,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000005,91.87534147
1999,England,Yorkshire and The Humber,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,89.55759734
2003,England,Yorkshire and The Humber,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,89.55807629
2007,England,Yorkshire and The Humber,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,89.66653396
2011,England,Yorkshire and The Humber,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,89.66653396
2015,England,Yorkshire and The Humber,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,89.66653396
2019,England,Yorkshire and The Humber,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,89.66653396
1999,England,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,47.6370395957739
2003,England,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,48.5384083751346
2007,England,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,51.9330852126434
2011,England,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,52.4690806493293
2015,England,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,52.4725925175304
2019,England,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,52.5093797966061
1999,Northern Ireland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,41.87947525
2003,Northern Ireland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,43.49353986
2007,Northern Ireland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,43.71277635
2011,Northern Ireland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,43.71277635
2015,Northern Ireland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,43.89417351
2019,Northern Ireland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,43.89417351
1999,Scotland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,16.62741156
2003,Scotland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,19.23597836
2007,Scotland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,19.25216565
2011,Scotland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,19.49456325
2015,Scotland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,19.49456325
2019,Scotland,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,19.49456325
1999,Wales,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,27.55795325
2003,Wales,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,27.58321987
2007,Wales,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,27.58321987
2011,Wales,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,27.7189786
2015,Wales,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,27.85011499
2019,Wales,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,27.85011499
1999,,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,41.6955746229491
2003,,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,42.8418759191877
2007,,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,45.3899974620534
2011,,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,45.8330293882774
2015,,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,45.8521914159315
2019,,,Built-up areas and gardens,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,45.8796517676725
1999,England,East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,30.56132627
2003,England,East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,30.56520726
2007,England,East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,30.66355577
2011,England,East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,30.91200541
2015,England,East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,30.91200541
2019,England,East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,30.91200541
1999,England,East Midlands,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,3.163439393
2003,England,East Midlands,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,4.589202748
2007,England,East Midlands,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,4.589202748
2011,England,East Midlands,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,4.589202748
2015,England,East Midlands,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,4.589202748
2019,England,East Midlands,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,4.589202748
1999,England,London,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,
2003,England,London,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,
2007,England,London,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,
2011,England,London,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,
2015,England,London,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,
2019,England,London,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,
1999,England,North East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,4.294308532
2003,England,North East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,4.294320855
2007,England,North East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,4.294320855
2011,England,North East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,4.294320855
2015,England,North East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,4.294320855
2019,England,North East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,4.294320855
1999,England,North West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,1.469085464
2003,England,North West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,1.489745552
2007,England,North West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,1.519027869
2011,England,North West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,1.519027869
2015,England,North West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,1.519027869
2019,England,North West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,1.519027869
1999,England,South East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,17.16227576
2003,England,South East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,18.38979009
2007,England,South East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,25.76539075
2011,England,South East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,26.69347773
2015,England,South East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,26.69347773
2019,England,South East,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000008,26.69347773
1999,England,South West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,43.95602615
2003,England,South West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,44.01009657
2007,England,South West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,44.01076629
2011,England,South West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,44.01175188
2015,England,South West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,44.02361483
2019,England,South West,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000009,44.02361483
1999,England,Yorkshire and The Humber,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,9.353207116
2003,England,Yorkshire and The Humber,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,9.406780336
2007,England,Yorkshire and The Humber,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,9.411316702
2011,England,Yorkshire and The Humber,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,9.411316702
2015,England,Yorkshire and The Humber,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,9.411316702
2019,England,Yorkshire and The Humber,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000003,9.411316702
1999,England,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,13.0361076543037
2003,England,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,13.354569143963
2007,England,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,14.0704647860334
2011,England,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,14.1963478201697
2015,England,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,14.197707458742
2019,England,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E92000001,14.197707458742
1999,Northern Ireland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,15.92580164
2003,Northern Ireland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,15.92580164
2007,Northern Ireland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,30.68464389
2011,Northern Ireland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,30.68464389
2015,Northern Ireland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,30.68464389
2019,Northern Ireland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,N92000002,30.68464389
1999,Scotland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,13.27836251
2003,Scotland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,14.82748961
2007,Scotland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,14.85489664
2011,Scotland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,15.02196733
2015,Scotland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,15.02196733
2019,Scotland,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,S92000003,15.02196733
1999,Wales,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,15.70383303
2003,Wales,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,15.90525266
2007,Wales,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,15.90590945
2011,Wales,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,15.93116825
2015,Wales,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,15.93116825
2019,Wales,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,W92000004,15.93116825
1999,,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,13.493195707344
2003,,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,14.0907377601521
2007,,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,14.9121351625358
2011,,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,15.0326706899508
2015,,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,15.0334974699534
2019,,,Coastal,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,,15.0334974699534
1999,England,East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,17.66491934
2003,England,East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.5547914
2007,England,East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.66708746
2011,England,East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.66708746
2015,England,East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.66708746
2019,England,East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000006,97.66708746
1999,England,East Midlands,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,10.19758134
2003,England,East Midlands,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,14.2656678
2007,England,East Midlands,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,14.2656678
2011,England,East Midlands,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,14.2656678
2015,England,East Midlands,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,14.2656678
2019,England,East Midlands,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000004,14.2656678
1999,England,London,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,42.7480916
2003,England,London,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,42.7480916
2007,England,London,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,42.7480916
2011,England,London,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,42.7480916
2015,England,London,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,42.7480916
2019,England,London,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000007,42.7480916
1999,England,North East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,95.66796899
2003,England,North East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,95.6725431
2007,England,North East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,95.6725431
2011,England,North East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,95.6725431
2015,England,North East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,95.6725431
2019,England,North East,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000001,95.6725431
1999,England,North West,Coniferous woodland,Average proportion of terrestrial Key Biodiversity Areas (KBAs) covered by protected areas,Percentage (%),Units,Normal value,E12000002,95.94564245
