Year,Region,County,Local authority,Age,GeoCode,Value
2015,South East,,Southampton,3 to 4,E12000008,95.0
2016,South East,,Southampton,3 to 4,E12000008,93.0
2017,South East,,Southampton,3 to 4,E12000008,89.0
2018,South East,,Southampton,3 to 4,E12000008,90.0
2015,South East,Surrey,,2,E10000030,55.0
2016,South East,Surrey,,2,E10000030,62.0
2017,South East,Surrey,,2,E10000030,75.0
2018,South East,Surrey,,2,E10000030,73.0
2011,South East,Surrey,,3,E10000030,94.0
2012,South East,Surrey,,3,E10000030,93.0
2013,South East,Surrey,,3,E10000030,92.0
2014,South East,Surrey,,3,E10000030,92.0
2015,South East,Surrey,,3,E10000030,92.0
2016,South East,Surrey,,3,E10000030,92.0
2017,South East,Surrey,,3,E10000030,94.0
2018,South East,Surrey,,3,E10000030,94.0
2011,South East,Surrey,,4,E10000030,96.0
2012,South East,Surrey,,4,E10000030,99.0
2013,South East,Surrey,,4,E10000030,97.0
2014,South East,Surrey,,4,E10000030,96.0
2015,South East,Surrey,,4,E10000030,96.0
2016,South East,Surrey,,4,E10000030,96.0
2017,South East,Surrey,,4,E10000030,95.0
2018,South East,Surrey,,4,E10000030,95.0
2011,South East,Surrey,,3 to 4,E10000030,95.0
2012,South East,Surrey,,3 to 4,E10000030,96.0
2013,South East,Surrey,,3 to 4,E10000030,95.0
2014,South East,Surrey,,3 to 4,E10000030,94.0
2015,South East,Surrey,,3 to 4,E10000030,94.0
2016,South East,Surrey,,3 to 4,E10000030,94.0
2017,South East,Surrey,,3 to 4,E10000030,95.0
2018,South East,Surrey,,3 to 4,E10000030,95.0
2015,South East,,West Berkshire,2,E12000008,51.0
2016,South East,,West Berkshire,2,E12000008,60.0
2017,South East,,West Berkshire,2,E12000008,61.0
2018,South East,,West Berkshire,2,E12000008,70.0
2011,South East,,West Berkshire,3,E12000008,92.0
2012,South East,,West Berkshire,3,E12000008,92.0
2013,South East,,West Berkshire,3,E12000008,97.0
2014,South East,,West Berkshire,3,E12000008,93.0
2015,South East,,West Berkshire,3,E12000008,94.0
2016,South East,,West Berkshire,3,E12000008,95.0
2017,South East,,West Berkshire,3,E12000008,96.0
2018,South East,,West Berkshire,3,E12000008,99.0
2011,South East,,West Berkshire,4,E12000008,97.0
2012,South East,,West Berkshire,4,E12000008,98.0
2013,South East,,West Berkshire,4,E12000008,97.0
2014,South East,,West Berkshire,4,E12000008,101.0
2015,South East,,West Berkshire,4,E12000008,97.0
2016,South East,,West Berkshire,4,E12000008,99.0
2017,South East,,West Berkshire,4,E12000008,98.0
2018,South East,,West Berkshire,4,E12000008,98.0
2011,South East,,West Berkshire,3 to 4,E12000008,94.0
2012,South East,,West Berkshire,3 to 4,E12000008,95.0
2013,South East,,West Berkshire,3 to 4,E12000008,97.0
2014,South East,,West Berkshire,3 to 4,E12000008,97.0
2015,South East,,West Berkshire,3 to 4,E12000008,95.0
2016,South East,,West Berkshire,3 to 4,E12000008,97.0
2017,South East,,West Berkshire,3 to 4,E12000008,97.0
2018,South East,,West Berkshire,3 to 4,E12000008,98.0
2015,South East,West Sussex,,2,E10000032,62.0
2016,South East,West Sussex,,2,E10000032,68.0
2017,South East,West Sussex,,2,E10000032,79.0
2018,South East,West Sussex,,2,E10000032,75.0
2011,South East,West Sussex,,3,E10000032,93.0
2012,South East,West Sussex,,3,E10000032,94.0
2013,South East,West Sussex,,3,E10000032,94.0
2014,South East,West Sussex,,3,E10000032,94.0
2015,South East,West Sussex,,3,E10000032,95.0
2016,South East,West Sussex,,3,E10000032,93.0
2017,South East,West Sussex,,3,E10000032,96.0
2018,South East,West Sussex,,3,E10000032,93.0
2011,South East,West Sussex,,4,E10000032,98.0
2012,South East,West Sussex,,4,E10000032,97.0
2013,South East,West Sussex,,4,E10000032,97.0
2014,South East,West Sussex,,4,E10000032,97.0
2015,South East,West Sussex,,4,E10000032,96.0
2016,South East,West Sussex,,4,E10000032,97.0
2017,South East,West Sussex,,4,E10000032,97.0
2018,South East,West Sussex,,4,E10000032,98.0
2011,South East,West Sussex,,3 to 4,E10000032,96.0
2012,South East,West Sussex,,3 to 4,E10000032,95.0
2013,South East,West Sussex,,3 to 4,E10000032,96.0
2014,South East,West Sussex,,3 to 4,E10000032,96.0
2015,South East,West Sussex,,3 to 4,E10000032,95.0
2016,South East,West Sussex,,3 to 4,E10000032,95.0
2017,South East,West Sussex,,3 to 4,E10000032,96.0
2018,South East,West Sussex,,3 to 4,E10000032,96.0
2015,South East,,Windsor and Maidenhead,2,E12000008,50.0
2016,South East,,Windsor and Maidenhead,2,E12000008,66.0
2017,South East,,Windsor and Maidenhead,2,E12000008,66.0
2018,South East,,Windsor and Maidenhead,2,E12000008,59.0
2011,South East,,Windsor and Maidenhead,3,E12000008,102.0
2012,South East,,Windsor and Maidenhead,3,E12000008,103.0
2013,South East,,Windsor and Maidenhead,3,E12000008,98.0
2014,South East,,Windsor and Maidenhead,3,E12000008,104.0
2015,South East,,Windsor and Maidenhead,3,E12000008,99.0
2016,South East,,Windsor and Maidenhead,3,E12000008,104.0
2017,South East,,Windsor and Maidenhead,3,E12000008,103.0
2018,South East,,Windsor and Maidenhead,3,E12000008,101.0
2011,South East,,Windsor and Maidenhead,4,E12000008,93.0
2012,South East,,Windsor and Maidenhead,4,E12000008,102.0
2013,South East,,Windsor and Maidenhead,4,E12000008,102.0
2014,South East,,Windsor and Maidenhead,4,E12000008,99.0
2015,South East,,Windsor and Maidenhead,4,E12000008,101.0
2016,South East,,Windsor and Maidenhead,4,E12000008,100.0
2017,South East,,Windsor and Maidenhead,4,E12000008,100.0
2018,South East,,Windsor and Maidenhead,4,E12000008,100.0
2011,South East,,Windsor and Maidenhead,3 to 4,E12000008,97.0
2012,South East,,Windsor and Maidenhead,3 to 4,E12000008,102.0
2013,South East,,Windsor and Maidenhead,3 to 4,E12000008,100.0
2014,South East,,Windsor and Maidenhead,3 to 4,E12000008,102.0
2015,South East,,Windsor and Maidenhead,3 to 4,E12000008,100.0
2016,South East,,Windsor and Maidenhead,3 to 4,E12000008,102.0
2017,South East,,Windsor and Maidenhead,3 to 4,E12000008,102.0
2018,South East,,Windsor and Maidenhead,3 to 4,E12000008,101.0
2015,South East,,Wokingham,2,E12000008,54.0
2016,South East,,Wokingham,2,E12000008,55.0
2017,South East,,Wokingham,2,E12000008,62.0
2018,South East,,Wokingham,2,E12000008,53.0
2011,South East,,Wokingham,3,E12000008,100.0
2012,South East,,Wokingham,3,E12000008,101.0
2013,South East,,Wokingham,3,E12000008,97.0
2014,South East,,Wokingham,3,E12000008,99.0
2015,South East,,Wokingham,3,E12000008,98.0
2016,South East,,Wokingham,3,E12000008,100.0
2017,South East,,Wokingham,3,E12000008,98.0
2018,South East,,Wokingham,3,E12000008,103.0
2011,South East,,Wokingham,4,E12000008,100.0
2012,South East,,Wokingham,4,E12000008,103.0
2013,South East,,Wokingham,4,E12000008,103.0
2014,South East,,Wokingham,4,E12000008,100.0
2015,South East,,Wokingham,4,E12000008,103.0
2016,South East,,Wokingham,4,E12000008,101.0
2017,South East,,Wokingham,4,E12000008,104.0
2018,South East,,Wokingham,4,E12000008,103.0
2011,South East,,Wokingham,3 to 4,E12000008,100.0
2012,South East,,Wokingham,3 to 4,E12000008,102.0
2013,South East,,Wokingham,3 to 4,E12000008,100.0
2014,South East,,Wokingham,3 to 4,E12000008,99.0
2015,South East,,Wokingham,3 to 4,E12000008,100.0
2016,South East,,Wokingham,3 to 4,E12000008,101.0
2017,South East,,Wokingham,3 to 4,E12000008,101.0
2018,South East,,Wokingham,3 to 4,E12000008,103.0
2015,South West,,,2,E12000009,64.0
2016,South West,,,2,E12000009,75.0
2017,South West,,,2,E12000009,80.0
2018,South West,,,2,E12000009,83.0
2011,South West,,,3,E12000009,95.0
2012,South West,,,3,E12000009,97.0
2013,South West,,,3,E12000009,96.0
2014,South West,,,3,E12000009,96.0
2015,South West,,,3,E12000009,96.0
2016,South West,,,3,E12000009,95.0
2017,South West,,,3,E12000009,96.0
2018,South West,,,3,E12000009,96.0
2011,South West,,,4,E12000009,98.0
2012,South West,,,4,E12000009,98.0
2013,South West,,,4,E12000009,99.0
2014,South West,,,4,E12000009,99.0
2015,South West,,,4,E12000009,98.0
2016,South West,,,4,E12000009,98.0
2017,South West,,,4,E12000009,97.0
2018,South West,,,4,E12000009,98.0
2011,South West,,,3 to 4,E12000009,97.0
2012,South West,,,3 to 4,E12000009,98.0
2013,South West,,,3 to 4,E12000009,97.0
2014,South West,,,3 to 4,E12000009,97.0
2015,South West,,,3 to 4,E12000009,97.0
2016,South West,,,3 to 4,E12000009,97.0
2017,South West,,,3 to 4,E12000009,96.0
2018,South West,,,3 to 4,E12000009,97.0
2015,South West,,Bath and North East Somerset,2,E12000009,67.0
2016,South West,,Bath and North East Somerset,2,E12000009,87.0
2017,South West,,Bath and North East Somerset,2,E12000009,92.0
2018,South West,,Bath and North East Somerset,2,E12000009,130.0
2011,South West,,Bath and North East Somerset,3,E12000009,103.0
2012,South West,,Bath and North East Somerset,3,E12000009,104.0
2013,South West,,Bath and North East Somerset,3,E12000009,101.0
2014,South West,,Bath and North East Somerset,3,E12000009,104.0
2015,South West,,Bath and North East Somerset,3,E12000009,98.0
2016,South West,,Bath and North East Somerset,3,E12000009,99.0
2017,South West,,Bath and North East Somerset,3,E12000009,104.0
2018,South West,,Bath and North East Somerset,3,E12000009,99.0
2011,South West,,Bath and North East Somerset,4,E12000009,100.0
2012,South West,,Bath and North East Somerset,4,E12000009,101.0
2013,South West,,Bath and North East Somerset,4,E12000009,102.0
2014,South West,,Bath and North East Somerset,4,E12000009,101.0
2015,South West,,Bath and North East Somerset,4,E12000009,105.0
2016,South West,,Bath and North East Somerset,4,E12000009,97.0
2017,South West,,Bath and North East Somerset,4,E12000009,99.0
2018,South West,,Bath and North East Somerset,4,E12000009,104.0
2011,South West,,Bath and North East Somerset,3 to 4,E12000009,101.0
2012,South West,,Bath and North East Somerset,3 to 4,E12000009,102.0
2013,South West,,Bath and North East Somerset,3 to 4,E12000009,101.0
2014,South West,,Bath and North East Somerset,3 to 4,E12000009,103.0
2015,South West,,Bath and North East Somerset,3 to 4,E12000009,101.0
2016,South West,,Bath and North East Somerset,3 to 4,E12000009,98.0
2017,South West,,Bath and North East Somerset,3 to 4,E12000009,102.0
2018,South West,,Bath and North East Somerset,3 to 4,E12000009,102.0
2015,South West,,Bournemouth,2,E12000009,72.0
2016,South West,,Bournemouth,2,E12000009,77.0
2017,South West,,Bournemouth,2,E12000009,72.0
2018,South West,,Bournemouth,2,E12000009,73.0
2011,South West,,Bournemouth,3,E12000009,97.0
2012,South West,,Bournemouth,3,E12000009,96.0
2013,South West,,Bournemouth,3,E12000009,96.0
2014,South West,,Bournemouth,3,E12000009,96.0
2015,South West,,Bournemouth,3,E12000009,94.0
2016,South West,,Bournemouth,3,E12000009,94.0
2017,South West,,Bournemouth,3,E12000009,96.0
2018,South West,,Bournemouth,3,E12000009,89.0
2011,South West,,Bournemouth,4,E12000009,103.0
2012,South West,,Bournemouth,4,E12000009,96.0
2013,South West,,Bournemouth,4,E12000009,97.0
2014,South West,,Bournemouth,4,E12000009,98.0
2015,South West,,Bournemouth,4,E12000009,95.0
2016,South West,,Bournemouth,4,E12000009,97.0
2017,South West,,Bournemouth,4,E12000009,92.0
2018,South West,,Bournemouth,4,E12000009,97.0
2011,South West,,Bournemouth,3 to 4,E12000009,100.0
2012,South West,,Bournemouth,3 to 4,E12000009,96.0
2013,South West,,Bournemouth,3 to 4,E12000009,96.0
2014,South West,,Bournemouth,3 to 4,E12000009,97.0
2015,South West,,Bournemouth,3 to 4,E12000009,94.0
2016,South West,,Bournemouth,3 to 4,E12000009,95.0
2017,South West,,Bournemouth,3 to 4,E12000009,94.0
2018,South West,,Bournemouth,3 to 4,E12000009,93.0
2015,South West,,"Bristol, City of",2,E12000009,50.0
2016,South West,,"Bristol, City of",2,E12000009,61.0
2017,South West,,"Bristol, City of",2,E12000009,70.0
2018,South West,,"Bristol, City of",2,E12000009,68.0
2011,South West,,"Bristol, City of",3,E12000009,87.0
2012,South West,,"Bristol, City of",3,E12000009,90.0
2013,South West,,"Bristol, City of",3,E12000009,88.0
2014,South West,,"Bristol, City of",3,E12000009,90.0
2015,South West,,"Bristol, City of",3,E12000009,90.0
2016,South West,,"Bristol, City of",3,E12000009,89.0
2017,South West,,"Bristol, City of",3,E12000009,91.0
2018,South West,,"Bristol, City of",3,E12000009,91.0
2011,South West,,"Bristol, City of",4,E12000009,93.0
2012,South West,,"Bristol, City of",4,E12000009,93.0
2013,South West,,"Bristol, City of",4,E12000009,95.0
2014,South West,,"Bristol, City of",4,E12000009,93.0
2015,South West,,"Bristol, City of",4,E12000009,94.0
2016,South West,,"Bristol, City of",4,E12000009,95.0
2017,South West,,"Bristol, City of",4,E12000009,93.0
2018,South West,,"Bristol, City of",4,E12000009,95.0
2011,South West,,"Bristol, City of",3 to 4,E12000009,90.0
2012,South West,,"Bristol, City of",3 to 4,E12000009,91.0
2013,South West,,"Bristol, City of",3 to 4,E12000009,91.0
2014,South West,,"Bristol, City of",3 to 4,E12000009,91.0
2015,South West,,"Bristol, City of",3 to 4,E12000009,92.0
2016,South West,,"Bristol, City of",3 to 4,E12000009,92.0
2017,South West,,"Bristol, City of",3 to 4,E12000009,92.0
2018,South West,,"Bristol, City of",3 to 4,E12000009,93.0
2015,South West,,Cornwall,2,E12000009,71.0
2016,South West,,Cornwall,2,E12000009,79.0
2017,South West,,Cornwall,2,E12000009,88.0
2018,South West,,Cornwall,2,E12000009,80.0
2011,South West,,Cornwall,3,E12000009,96.0
2012,South West,,Cornwall,3,E12000009,100.0
2013,South West,,Cornwall,3,E12000009,99.0
2014,South West,,Cornwall,3,E12000009,97.0
2015,South West,,Cornwall,3,E12000009,97.0
2016,South West,,Cornwall,3,E12000009,94.0
2017,South West,,Cornwall,3,E12000009,96.0
2018,South West,,Cornwall,3,E12000009,96.0
2011,South West,,Cornwall,4,E12000009,101.0
2012,South West,,Cornwall,4,E12000009,99.0
2013,South West,,Cornwall,4,E12000009,102.0
2014,South West,,Cornwall,4,E12000009,100.0
2015,South West,,Cornwall,4,E12000009,98.0
2016,South West,,Cornwall,4,E12000009,99.0
2017,South West,,Cornwall,4,E12000009,95.0
2018,South West,,Cornwall,4,E12000009,98.0
2011,South West,,Cornwall,3 to 4,E12000009,98.0
2012,South West,,Cornwall,3 to 4,E12000009,100.0
2013,South West,,Cornwall,3 to 4,E12000009,100.0
2014,South West,,Cornwall,3 to 4,E12000009,99.0
2015,South West,,Cornwall,3 to 4,E12000009,98.0
2016,South West,,Cornwall,3 to 4,E12000009,96.0
2017,South West,,Cornwall,3 to 4,E12000009,95.0
2018,South West,,Cornwall,3 to 4,E12000009,97.0
2015,South West,Devon,,2,E10000008,65.0
2016,South West,Devon,,2,E10000008,82.0
2017,South West,Devon,,2,E10000008,90.0
2018,South West,Devon,,2,E10000008,91.0
2011,South West,Devon,,3,E10000008,100.0
2012,South West,Devon,,3,E10000008,101.0
2013,South West,Devon,,3,E10000008,103.0
2014,South West,Devon,,3,E10000008,98.0
2015,South West,Devon,,3,E10000008,99.0
2016,South West,Devon,,3,E10000008,101.0
2017,South West,Devon,,3,E10000008,99.0
2018,South West,Devon,,3,E10000008,101.0
2011,South West,Devon,,4,E10000008,98.0
2012,South West,Devon,,4,E10000008,100.0
2013,South West,Devon,,4,E10000008,100.0
2014,South West,Devon,,4,E10000008,102.0
2015,South West,Devon,,4,E10000008,98.0
2016,South West,Devon,,4,E10000008,100.0
2017,South West,Devon,,4,E10000008,100.0
2018,South West,Devon,,4,E10000008,99.0
2011,South West,Devon,,3 to 4,E10000008,99.0
2012,South West,Devon,,3 to 4,E10000008,100.0
2013,South West,Devon,,3 to 4,E10000008,101.0
2014,South West,Devon,,3 to 4,E10000008,99.0
2015,South West,Devon,,3 to 4,E10000008,99.0
2016,South West,Devon,,3 to 4,E10000008,100.0
2017,South West,Devon,,3 to 4,E10000008,100.0
2018,South West,Devon,,3 to 4,E10000008,100.0
2015,South West,Dorset,,2,E10000009,66.0
2016,South West,Dorset,,2,E10000009,84.0
2017,South West,Dorset,,2,E10000009,81.0
2018,South West,Dorset,,2,E10000009,84.0
2011,South West,Dorset,,3,E10000009,98.0
2012,South West,Dorset,,3,E10000009,102.0
2013,South West,Dorset,,3,E10000009,97.0
2014,South West,Dorset,,3,E10000009,98.0
2015,South West,Dorset,,3,E10000009,98.0
2016,South West,Dorset,,3,E10000009,96.0
2017,South West,Dorset,,3,E10000009,101.0
2018,South West,Dorset,,3,E10000009,99.0
2011,South West,Dorset,,4,E10000009,99.0
2012,South West,Dorset,,4,E10000009,101.0
2013,South West,Dorset,,4,E10000009,102.0
2014,South West,Dorset,,4,E10000009,100.0
2015,South West,Dorset,,4,E10000009,99.0
2016,South West,Dorset,,4,E10000009,102.0
2017,South West,Dorset,,4,E10000009,99.0
2018,South West,Dorset,,4,E10000009,102.0
2011,South West,Dorset,,3 to 4,E10000009,98.0
2012,South West,Dorset,,3 to 4,E10000009,102.0
2013,South West,Dorset,,3 to 4,E10000009,99.0
2014,South West,Dorset,,3 to 4,E10000009,99.0
2015,South West,Dorset,,3 to 4,E10000009,99.0
2016,South West,Dorset,,3 to 4,E10000009,99.0
2017,South West,Dorset,,3 to 4,E10000009,100.0
2018,South West,Dorset,,3 to 4,E10000009,101.0
2015,South West,Gloucestershire,,2,E10000013,62.0
2016,South West,Gloucestershire,,2,E10000013,66.0
2017,South West,Gloucestershire,,2,E10000013,71.0
2018,South West,Gloucestershire,,2,E10000013,71.0
2011,South West,Gloucestershire,,3,E10000013,95.0
2012,South West,Gloucestershire,,3,E10000013,98.0
2013,South West,Gloucestershire,,3,E10000013,96.0
2014,South West,Gloucestershire,,3,E10000013,97.0
2015,South West,Gloucestershire,,3,E10000013,95.0
2016,South West,Gloucestershire,,3,E10000013,96.0
2017,South West,Gloucestershire,,3,E10000013,95.0
2018,South West,Gloucestershire,,3,E10000013,95.0
2011,South West,Gloucestershire,,4,E10000013,101.0
2012,South West,Gloucestershire,,4,E10000013,98.0
2013,South West,Gloucestershire,,4,E10000013,100.0
2014,South West,Gloucestershire,,4,E10000013,101.0
2015,South West,Gloucestershire,,4,E10000013,101.0
2016,South West,Gloucestershire,,4,E10000013,99.0
2017,South West,Gloucestershire,,4,E10000013,98.0
2018,South West,Gloucestershire,,4,E10000013,96.0
2011,South West,Gloucestershire,,3 to 4,E10000013,98.0
2012,South West,Gloucestershire,,3 to 4,E10000013,98.0
2013,South West,Gloucestershire,,3 to 4,E10000013,98.0
2014,South West,Gloucestershire,,3 to 4,E10000013,99.0
2015,South West,Gloucestershire,,3 to 4,E10000013,98.0
2016,South West,Gloucestershire,,3 to 4,E10000013,98.0
2017,South West,Gloucestershire,,3 to 4,E10000013,97.0
2018,South West,Gloucestershire,,3 to 4,E10000013,96.0
2015,South West,,Isles of Scilly,2,E12000009,0.0
2016,South West,,Isles of Scilly,2,E12000009,60.0
2017,South West,,Isles of Scilly,2,E12000009,67.0
2018,South West,,Isles of Scilly,2,E12000009,0.0
2011,South West,,Isles of Scilly,3,E12000009,165.0
2012,South West,,Isles of Scilly,3,E12000009,99.0
2013,South West,,Isles of Scilly,3,E12000009,121.0
2014,South West,,Isles of Scilly,3,E12000009,66.0
2015,South West,,Isles of Scilly,3,E12000009,111.0
2016,South West,,Isles of Scilly,3,E12000009,152.0
2017,South West,,Isles of Scilly,3,E12000009,114.0
2018,South West,,Isles of Scilly,3,E12000009,111.0
2011,South West,,Isles of Scilly,4,E12000009,77.0
2012,South West,,Isles of Scilly,4,E12000009,121.0
2013,South West,,Isles of Scilly,4,E12000009,68.0
2014,South West,,Isles of Scilly,4,E12000009,102.0
2015,South West,,Isles of Scilly,4,E12000009,72.0
2016,South West,,Isles of Scilly,4,E12000009,87.0
2017,South West,,Isles of Scilly,4,E12000009,115.0
2018,South West,,Isles of Scilly,4,E12000009,105.0
2011,South West,,Isles of Scilly,3 to 4,E12000009,123.0
2012,South West,,Isles of Scilly,3 to 4,E12000009,111.0
2013,South West,,Isles of Scilly,3 to 4,E12000009,91.0
2014,South West,,Isles of Scilly,3 to 4,E12000009,84.0
