Year,Country,Region,Police Force Area,Monitored hate crime strand,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2012/13,England,West Midlands,Warwickshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000017,0.00547471230386843
2012/13,England,West Midlands,West Mercia,Transgender,"Rate per 1,000 population",Units,Undefined,E23000016,0.00813105306081296
2012/13,England,West Midlands,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000005,0.00723925296700782
2012/13,England,East of England,Cambridgeshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000023,0.0036822873387004702
2012/13,England,East of England,Essex,Transgender,"Rate per 1,000 population",Units,Undefined,E23000028,0.01665816525819
2012/13,England,East of England,Hertfordshire,Transgender,"Rate per 1,000 population",Units,Undefined,E23000027,0.0061996499854751
2012/13,England,East of England,Norfolk,Transgender,"Rate per 1,000 population",Units,Undefined,E23000024,0.0115566588312519
2012/13,England,East of England,Suffolk,Transgender,"Rate per 1,000 population",Units,Undefined,E23000025,0.0300410196468268
2012/13,England,East of England,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000006,0.0123574910433582
2012/13,England,London,Metropolitan Police,Transgender,"Rate per 1,000 population",Units,Undefined,E23000001,0.00602354120373242
2012/13,England,London,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000007,0.006018028327822221
2012/13,England,South East,Sussex,Transgender,"Rate per 1,000 population",Units,Undefined,E23000033,0.0123298328937747
2012/13,England,South East,Thames Valley,Transgender,"Rate per 1,000 population",Units,Undefined,E23000029,0.0130684959076005
2012/13,England,South East,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000008,0.005845448407212729
2012/13,England,South West,Avon and Somerset,Transgender,"Rate per 1,000 population",Units,Undefined,E23000036,0.008046665709319771
2012/13,England,South West,Dorset,Transgender,"Rate per 1,000 population",Units,Undefined,E23000039,0.027988841781742997
2012/13,England,South West,,Transgender,"Rate per 1,000 population",Units,Undefined,E12000009,0.00711658863701783
2012/13,Wales,,Gwent,Transgender,"Rate per 1,000 population",Units,Undefined,W15000002,0.0051904820400670605
2012/13,Wales,,North Wales,Transgender,"Rate per 1,000 population",Units,Undefined,W15000001,0.0101385505348809
2012/13,Wales,,South Wales,Transgender,"Rate per 1,000 population",Units,Undefined,W15000003,0.00698052124327737
2012/13,Wales,,,Transgender,"Rate per 1,000 population",Units,Undefined,W92000004,0.0061807371147083
2012/13,England,,,Transgender,"Rate per 1,000 population",Units,Undefined,E92000001,0.00635588519170163
2012/13,,,,Transgender,"Rate per 1,000 population",Units,Undefined,,0.0063817229152785
2012/13,England,North East,Cleveland,,"Rate per 1,000 population",Units,Undefined,E23000013,0.642924428621061
2012/13,England,North East,Durham,,"Rate per 1,000 population",Units,Undefined,E23000008,0.4018747700114261
2012/13,England,North East,Northumbria,,"Rate per 1,000 population",Units,Undefined,E23000007,0.402294976999679
2012/13,England,North East,,,"Rate per 1,000 population",Units,Undefined,E12000001,0.453827560897817
2012/13,England,North West,Cheshire,,"Rate per 1,000 population",Units,Undefined,E23000006,0.522443757330205
2012/13,England,North West,Cumbria,,"Rate per 1,000 population",Units,Undefined,E23000002,0.412739629415913
2012/13,England,North West,Greater Manchester,,"Rate per 1,000 population",Units,Undefined,E23000005,1.15535104797593
2012/13,England,North West,Lancashire,,"Rate per 1,000 population",Units,Undefined,E23000003,0.530133700128542
2012/13,England,North West,Merseyside,,"Rate per 1,000 population",Units,Undefined,E23000004,0.9511671643816041
2012/13,England,North West,,,"Rate per 1,000 population",Units,Undefined,E12000002,0.841574871438216
2012/13,England,Yorkshire and The Humber,North Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000009,0.651594850033514
2012/13,England,Yorkshire and The Humber,South Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000011,0.14199671040954198
2012/13,England,Yorkshire and The Humber,West Yorkshire,,"Rate per 1,000 population",Units,Undefined,E23000010,0.25661497622852697
2012/13,England,Yorkshire and The Humber,Humberside,,"Rate per 1,000 population",Units,Undefined,E23000012,2.1222549094106498
2012/13,England,Yorkshire and The Humber,,,"Rate per 1,000 population",Units,Undefined,E12000003,0.610342034171254
2012/13,England,East Midlands,Derbyshire,,"Rate per 1,000 population",Units,Undefined,E23000018,0.498979581872686
2012/13,England,East Midlands,Leicestershire,,"Rate per 1,000 population",Units,Undefined,E23000021,0.89533111158576
2012/13,England,East Midlands,Lincolnshire,,"Rate per 1,000 population",Units,Undefined,E23000020,0.346392372133916
2012/13,England,East Midlands,Northamptonshire,,"Rate per 1,000 population",Units,Undefined,E23000022,0.656602567030557
2012/13,England,East Midlands,Nottinghamshire,,"Rate per 1,000 population",Units,Undefined,E23000019,0.539626611144882
2012/13,England,East Midlands,,,"Rate per 1,000 population",Units,Undefined,E12000004,0.59788984946793
2012/13,England,West Midlands,Staffordshire,,"Rate per 1,000 population",Units,Undefined,E23000015,0.719583748477803
2012/13,England,West Midlands,Warwickshire,,"Rate per 1,000 population",Units,Undefined,E23000017,0.489074299145579
2012/13,England,West Midlands,West Mercia,,"Rate per 1,000 population",Units,Undefined,E23000016,0.49436802609742797
2012/13,England,West Midlands,West Midlands,,"Rate per 1,000 population",Units,Undefined,E23000014,0.964268495205442
2012/13,England,West Midlands,,,"Rate per 1,000 population",Units,Undefined,E12000005,1.56838415530224
2012/13,England,East of England,Bedfordshire,,"Rate per 1,000 population",Units,Undefined,E23000026,0.47198565163618994
2012/13,England,East of England,Cambridgeshire,,"Rate per 1,000 population",Units,Undefined,E23000023,0.30072013266053804
2012/13,England,East of England,Essex,,"Rate per 1,000 population",Units,Undefined,E23000028,0.613480017094724
2012/13,England,East of England,Hertfordshire,,"Rate per 1,000 population",Units,Undefined,E23000027,0.5942807343219699
2012/13,England,East of England,Norfolk,,"Rate per 1,000 population",Units,Undefined,E23000024,0.47497867796445603
2012/13,England,East of England,Suffolk,,"Rate per 1,000 population",Units,Undefined,E23000025,0.8247625393946999
2012/13,England,East of England,,,"Rate per 1,000 population",Units,Undefined,E12000006,0.557610623244135
2012/13,England,London,City of London,,"Rate per 1,000 population",Units,Undefined,E23000034,10.2577590741714
2012/13,England,London,Metropolitan Police,,"Rate per 1,000 population",Units,Undefined,E23000001,1.24940291647818
2012/13,England,London,,,"Rate per 1,000 population",Units,Undefined,E12000007,1.25764755994828
2012/13,England,South East,Hampshire,,"Rate per 1,000 population",Units,Undefined,E23000030,0.585328157103957
2012/13,England,South East,Kent,,"Rate per 1,000 population",Units,Undefined,E23000032,0.46328495341984294
2012/13,England,South East,Surrey,,"Rate per 1,000 population",Units,Undefined,E23000031,0.494967682807918
2012/13,England,South East,Sussex,,"Rate per 1,000 population",Units,Undefined,E23000033,0.47223259983157395
2012/13,England,South East,Thames Valley,,"Rate per 1,000 population",Units,Undefined,E23000029,0.576320669525182
2012/13,England,South East,,,"Rate per 1,000 population",Units,Undefined,E12000008,0.525631890107403
2012/13,England,South West,Avon and Somerset,,"Rate per 1,000 population",Units,Undefined,E23000036,0.749577859537403
2012/13,England,South West,Dorset,,"Rate per 1,000 population",Units,Undefined,E23000039,1.2808227120121398
2012/13,England,South West,Gloucestershire,,"Rate per 1,000 population",Units,Undefined,E23000037,0.300585061420654
2012/13,England,South West,Wiltshire,,"Rate per 1,000 population",Units,Undefined,E23000038,0.4215462568370179
2012/13,England,South West,Devon and Cornwall,,"Rate per 1,000 population",Units,Undefined,E23000035,0.20144361985271397
2012/13,England,South West,,,"Rate per 1,000 population",Units,Undefined,E12000009,0.541797129655068
2012/13,Wales,,Dyfed-Powys,,"Rate per 1,000 population",Units,Undefined,W15000004,0.176237048513605
2012/13,Wales,,Gwent,,"Rate per 1,000 population",Units,Undefined,W15000002,0.410048081165297
2012/13,Wales,,North Wales,,"Rate per 1,000 population",Units,Undefined,W15000001,0.605416303368605
2012/13,Wales,,South Wales,,"Rate per 1,000 population",Units,Undefined,W15000003,0.790350127433293
2012/13,Wales,,,,"Rate per 1,000 population",Units,Undefined,W92000004,0.5741579477610601
2012/13,England,,,,"Rate per 1,000 population",Units,Undefined,E92000001,0.7229632467760841
2012/13,,,,,"Rate per 1,000 population",Units,Undefined,,0.7467853264072719
2011/12,England,North East,Cleveland,Race,"Rate per 1,000 population",Units,Undefined,E23000013,0.550727965499673
2011/12,England,North East,Durham,Race,"Rate per 1,000 population",Units,Undefined,E23000008,0.366970697308989
2011/12,England,North East,Northumbria,Race,"Rate per 1,000 population",Units,Undefined,E23000007,0.392137812856628
2011/12,England,North East,,Race,"Rate per 1,000 population",Units,Undefined,E12000001,0.42019056084848405
2011/12,England,North West,Cheshire,Race,"Rate per 1,000 population",Units,Undefined,E23000006,0.280939016791209
2011/12,England,North West,Cumbria,Race,"Rate per 1,000 population",Units,Undefined,E23000002,0.38814205999395707
2011/12,England,North West,Greater Manchester,Race,"Rate per 1,000 population",Units,Undefined,E23000005,1.10747579677558
2011/12,England,North West,Lancashire,Race,"Rate per 1,000 population",Units,Undefined,E23000003,0.524192582606523
2011/12,England,North West,Merseyside,Race,"Rate per 1,000 population",Units,Undefined,E23000004,0.8017265728542771
2011/12,England,North West,,Race,"Rate per 1,000 population",Units,Undefined,E12000002,0.75538966272631
2011/12,England,Yorkshire and The Humber,North Yorkshire,Race,"Rate per 1,000 population",Units,Undefined,E23000009,0.519406399837794
2011/12,England,Yorkshire and The Humber,South Yorkshire,Race,"Rate per 1,000 population",Units,Undefined,E23000011,0.10492593791509901
2011/12,England,Yorkshire and The Humber,West Yorkshire,Race,"Rate per 1,000 population",Units,Undefined,E23000010,0.198889183705812
2011/12,England,Yorkshire and The Humber,Humberside,Race,"Rate per 1,000 population",Units,Undefined,E23000012,2.00425468412837
2011/12,England,Yorkshire and The Humber,,Race,"Rate per 1,000 population",Units,Undefined,E12000003,0.536854422629047
2011/12,England,East Midlands,Derbyshire,Race,"Rate per 1,000 population",Units,Undefined,E23000018,0.43152866085868297
2011/12,England,East Midlands,Leicestershire,Race,"Rate per 1,000 population",Units,Undefined,E23000021,0.864111580371705
2011/12,England,East Midlands,Lincolnshire,Race,"Rate per 1,000 population",Units,Undefined,E23000020,0.286806348353591
2011/12,England,East Midlands,Northamptonshire,Race,"Rate per 1,000 population",Units,Undefined,E23000022,0.6570917637293989
2011/12,England,East Midlands,Nottinghamshire,Race,"Rate per 1,000 population",Units,Undefined,E23000019,0.496930856013826
2011/12,England,East Midlands,,Race,"Rate per 1,000 population",Units,Undefined,E12000004,0.556039430093744
2011/12,England,West Midlands,Staffordshire,Race,"Rate per 1,000 population",Units,Undefined,E23000015,0.587289952789172
2011/12,England,West Midlands,Warwickshire,Race,"Rate per 1,000 population",Units,Undefined,E23000017,0.479367089070796
2011/12,England,West Midlands,West Mercia,Race,"Rate per 1,000 population",Units,Undefined,E23000016,0.464008691993807
2011/12,England,West Midlands,West Midlands,Race,"Rate per 1,000 population",Units,Undefined,E23000014,0.923812648896808
2011/12,England,West Midlands,,Race,"Rate per 1,000 population",Units,Undefined,E12000005,1.4621862787359199
2011/12,England,East of England,Bedfordshire,Race,"Rate per 1,000 population",Units,Undefined,E23000026,0.43589224225238005
2011/12,England,East of England,Cambridgeshire,Race,"Rate per 1,000 population",Units,Undefined,E23000023,0.418955116024537
2011/12,England,East of England,Essex,Race,"Rate per 1,000 population",Units,Undefined,E23000028,0.4273798377344579
2011/12,England,East of England,Hertfordshire,Race,"Rate per 1,000 population",Units,Undefined,E23000027,0.564374401691694
2011/12,England,East of England,Norfolk,Race,"Rate per 1,000 population",Units,Undefined,E23000024,0.403757856988268
2011/12,England,East of England,Suffolk,Race,"Rate per 1,000 population",Units,Undefined,E23000025,0.480734331964176
2011/12,England,East of England,,Race,"Rate per 1,000 population",Units,Undefined,E12000006,0.456466939068486
2011/12,England,London,City of London,Race,"Rate per 1,000 population",Units,Undefined,E23000034,7.55531570426335
2011/12,England,London,Metropolitan Police,Race,"Rate per 1,000 population",Units,Undefined,E23000001,0.973893481696646
2011/12,England,London,,Race,"Rate per 1,000 population",Units,Undefined,E12000007,0.97983924980806
2011/12,England,South East,Hampshire,Race,"Rate per 1,000 population",Units,Undefined,E23000030,0.497420093353026
2011/12,England,South East,Kent,Race,"Rate per 1,000 population",Units,Undefined,E23000032,0.43145497360153995
2011/12,England,South East,Surrey,Race,"Rate per 1,000 population",Units,Undefined,E23000031,0.479140225143059
2011/12,England,South East,Sussex,Race,"Rate per 1,000 population",Units,Undefined,E23000033,0.32316603276406297
2011/12,England,South East,Thames Valley,Race,"Rate per 1,000 population",Units,Undefined,E23000029,0.54369491902374
2011/12,England,South East,,Race,"Rate per 1,000 population",Units,Undefined,E12000008,0.461585542872675
2011/12,England,South West,Avon and Somerset,Race,"Rate per 1,000 population",Units,Undefined,E23000036,0.7748012893792281
2011/12,England,South West,Dorset,Race,"Rate per 1,000 population",Units,Undefined,E23000039,0.9888131290770089
2011/12,England,South West,Gloucestershire,Race,"Rate per 1,000 population",Units,Undefined,E23000037,0.377743866258614
2011/12,England,South West,Wiltshire,Race,"Rate per 1,000 population",Units,Undefined,E23000038,0.446956584071057
2011/12,England,South West,Devon and Cornwall,Race,"Rate per 1,000 population",Units,Undefined,E23000035,0.11068068622025401
2011/12,England,South West,,Race,"Rate per 1,000 population",Units,Undefined,E12000009,0.49067778240807897
2011/12,Wales,,Dyfed-Powys,Race,"Rate per 1,000 population",Units,Undefined,W15000004,0.155358509179745
2011/12,Wales,,Gwent,Race,"Rate per 1,000 population",Units,Undefined,W15000002,0.317115393612984
2011/12,Wales,,North Wales,Race,"Rate per 1,000 population",Units,Undefined,W15000001,0.521486250339547
2011/12,Wales,,South Wales,Race,"Rate per 1,000 population",Units,Undefined,W15000003,0.581302023024547
2011/12,Wales,,,Race,"Rate per 1,000 population",Units,Undefined,W92000004,0.44651046198818495
2011/12,England,,,Race,"Rate per 1,000 population",Units,Undefined,E92000001,0.623249188824205
2011/12,,,,Race,"Rate per 1,000 population",Units,Undefined,,0.637625225590455
2011/12,England,North East,Durham,Religion,"Rate per 1,000 population",Units,Undefined,E23000008,0.0371820530313072
2011/12,England,North East,Northumbria,Religion,"Rate per 1,000 population",Units,Undefined,E23000007,0.009152229025379129
2011/12,England,North East,,Religion,"Rate per 1,000 population",Units,Undefined,E12000001,0.0142502756658056
2011/12,England,North West,Cumbria,Religion,"Rate per 1,000 population",Units,Undefined,E23000002,0.0340124485561715
2011/12,England,North West,Greater Manchester,Religion,"Rate per 1,000 population",Units,Undefined,E23000005,0.0670294698788181
2011/12,England,North West,Lancashire,Religion,"Rate per 1,000 population",Units,Undefined,E23000003,0.0410594712224431
2011/12,England,North West,Merseyside,Religion,"Rate per 1,000 population",Units,Undefined,E23000004,0.0217270073944248
2011/12,England,North West,,Religion,"Rate per 1,000 population",Units,Undefined,E12000002,0.0408165521323034
2011/12,England,Yorkshire and The Humber,North Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000009,0.007509490118136791
2011/12,England,Yorkshire and The Humber,West Yorkshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000010,0.00269375869578979
2011/12,England,Yorkshire and The Humber,Humberside,Religion,"Rate per 1,000 population",Units,Undefined,E23000012,0.0490170982531395
2011/12,England,Yorkshire and The Humber,,Religion,"Rate per 1,000 population",Units,Undefined,E12000003,0.0111568900792933
2011/12,England,East Midlands,Leicestershire,Religion,"Rate per 1,000 population",Units,Undefined,E23000021,0.0756097632825242
2011/12,England,East Midlands,Lincolnshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000020,0.0265820517986255
2011/12,England,East Midlands,Northamptonshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000022,0.00864594425959735
2011/12,England,East Midlands,Nottinghamshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000019,0.0165032387606067
2011/12,England,East Midlands,,Religion,"Rate per 1,000 population",Units,Undefined,E12000004,0.0266669722716381
2011/12,England,West Midlands,Staffordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000015,0.00637368941011504
2011/12,England,West Midlands,Warwickshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000017,0.00914822689066405
2011/12,England,West Midlands,West Mercia,Religion,"Rate per 1,000 population",Units,Undefined,E23000016,0.005718416978796921
2011/12,England,West Midlands,West Midlands,Religion,"Rate per 1,000 population",Units,Undefined,E23000014,0.0189799516960229
2011/12,England,West Midlands,,Religion,"Rate per 1,000 population",Units,Undefined,E12000005,0.0259149340464928
2011/12,England,East of England,Bedfordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000026,0.0178245898318817
2011/12,England,East of England,Cambridgeshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000023,0.0123951217758738
2011/12,England,East of England,Essex,Religion,"Rate per 1,000 population",Units,Undefined,E23000028,0.00925314939614525
2011/12,England,East of England,Hertfordshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000027,0.0187529468916544
2011/12,England,East of England,Norfolk,Religion,"Rate per 1,000 population",Units,Undefined,E23000024,0.0209442116016969
2011/12,England,East of England,Suffolk,Religion,"Rate per 1,000 population",Units,Undefined,E23000025,0.0410884044413826
2011/12,England,East of England,,Religion,"Rate per 1,000 population",Units,Undefined,E12000006,0.0180812763607098
2011/12,England,London,City of London,Religion,"Rate per 1,000 population",Units,Undefined,E23000034,0.40474905558553703
2011/12,England,London,Metropolitan Police,Religion,"Rate per 1,000 population",Units,Undefined,E23000001,0.0740515274194994
2011/12,England,London,,Religion,"Rate per 1,000 population",Units,Undefined,E12000007,0.0743502851577207
2011/12,England,South East,Hampshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000030,0.00999046699123415
2011/12,England,South East,Kent,Religion,"Rate per 1,000 population",Units,Undefined,E23000032,0.008663754489990759
2011/12,England,South East,Surrey,Religion,"Rate per 1,000 population",Units,Undefined,E23000031,0.0184962219264784
2011/12,England,South East,Sussex,Religion,"Rate per 1,000 population",Units,Undefined,E23000033,0.0142938822184105
2011/12,England,South East,Thames Valley,Religion,"Rate per 1,000 population",Units,Undefined,E23000029,0.0342831072626125
2011/12,England,South East,,Religion,"Rate per 1,000 population",Units,Undefined,E12000008,0.0180288794912712
2011/12,England,South West,Avon and Somerset,Religion,"Rate per 1,000 population",Units,Undefined,E23000036,0.0299681401210338
2011/12,England,South West,Dorset,Religion,"Rate per 1,000 population",Units,Undefined,E23000039,0.0147584049115971
2011/12,England,South West,Wiltshire,Religion,"Rate per 1,000 population",Units,Undefined,E23000038,0.027407715060961003
2011/12,England,South West,Devon and Cornwall,Religion,"Rate per 1,000 population",Units,Undefined,E23000035,0.0029913698978447103
2011/12,England,South West,,Religion,"Rate per 1,000 population",Units,Undefined,E12000009,0.0147146739822492
2011/12,Wales,,Dyfed-Powys,Religion,"Rate per 1,000 population",Units,Undefined,W15000004,0.00776792545898729
2011/12,Wales,,Gwent,Religion,"Rate per 1,000 population",Units,Undefined,W15000002,0.0121300970234474
2011/12,Wales,,North Wales,Religion,"Rate per 1,000 population",Units,Undefined,W15000001,0.00726303969832238
2011/12,Wales,,South Wales,Religion,"Rate per 1,000 population",Units,Undefined,W15000003,0.0296105588135828
2011/12,Wales,,,Religion,"Rate per 1,000 population",Units,Undefined,W92000004,0.0176254129732178
2011/12,England,,,Religion,"Rate per 1,000 population",Units,Undefined,E92000001,0.0287343503473137
2011/12,,,,Religion,"Rate per 1,000 population",Units,Undefined,,0.0288583451720495
2011/12,England,North East,Cleveland,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000013,0.0448475541937844
2011/12,England,North East,Durham,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000008,0.0501149410421967
2011/12,England,North East,Northumbria,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000007,0.0232325813721162
2011/12,England,North East,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000001,0.0342776901150459
2011/12,England,North West,Cheshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000006,0.0563822248231493
2011/12,England,North West,Cumbria,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000002,0.0900329520604541
2011/12,England,North West,Greater Manchester,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000005,0.11283294096267699
2011/12,England,North West,Lancashire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000003,0.0629578558744127
2011/12,England,North West,Merseyside,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000004,0.0999442340143543
2011/12,England,North West,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000002,0.0901365526255034
2011/12,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000009,0.0700885744359434
2011/12,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000011,0.0148831117610069
2011/12,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000010,0.0157135923921071
2011/12,England,Yorkshire and The Humber,Humberside,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000012,0.0392136786025116
2011/12,England,Yorkshire and The Humber,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000003,0.0277976752823071
2011/12,England,East Midlands,Derbyshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000018,0.0529603356508383
2011/12,England,East Midlands,Leicestershire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000021,0.101140332702597
2011/12,England,East Midlands,Lincolnshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000020,0.0321782732299151
2011/12,England,East Midlands,Northamptonshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000022,0.0706085447867117
2011/12,England,East Midlands,Nottinghamshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000019,0.071514034629296
2011/12,England,East Midlands,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000004,0.0676591775817596
2011/12,England,West Midlands,Staffordshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000015,0.0564526776324475
2011/12,England,West Midlands,Warwickshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000017,0.0347632621845233
2011/12,England,West Midlands,West Mercia,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000016,0.0473811692528888
2011/12,England,West Midlands,West Midlands,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000014,0.0766498049262464
2011/12,England,West Midlands,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000005,0.12738467580600002
2011/12,England,East of England,Bedfordshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000026,0.0291675106339882
2011/12,England,East of England,Cambridgeshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000023,0.0322273166172721
2011/12,England,East of England,Essex,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000028,0.0491573561670216
2011/12,England,East of England,Hertfordshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000027,0.0383988912543399
2011/12,England,East of England,Norfolk,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000024,0.0721411732947339
2011/12,England,East of England,Suffolk,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000025,0.0999817841406976
2011/12,England,East of England,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000006,0.0523674702145087
2011/12,England,London,City of London,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000034,0.674581759309228
2011/12,England,London,Metropolitan Police,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000001,0.15054297337011902
2011/12,England,London,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000007,0.151016398869534
2011/12,England,South East,Hampshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000030,0.10411118232970301
2011/12,England,South East,Kent,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000032,0.034077434327297
2011/12,England,South East,Surrey,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000031,0.0246616292353045
2011/12,England,South East,Sussex,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000033,0.06898351853232901
2011/12,England,South East,Thames Valley,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000029,0.0492270258129821
2011/12,England,South East,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000008,0.0587094280869602
2011/12,England,South West,Avon and Somerset,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000036,0.0936504378782307
2011/12,England,South West,Dorset,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000039,0.0711086782104226
2011/12,England,South West,Gloucestershire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000037,0.043457258950106
2011/12,England,South West,Wiltshire,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000038,0.0590320016697623
2011/12,England,South West,Devon and Cornwall,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E23000035,0.0197430413257751
2011/12,England,South West,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E12000009,0.0547084032673367
2011/12,Wales,,Dyfed-Powys,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000004,0.0427235900244301
2011/12,Wales,,Gwent,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000002,0.0710477111373352
2011/12,Wales,,North Wales,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000001,0.0900616922591975
2011/12,Wales,,South Wales,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W15000003,0.0927278026004304
2011/12,Wales,,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,W92000004,0.0796407549160214
2011/12,England,,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,E92000001,0.0729091772901696
2011/12,,,,Sexual orientation,"Rate per 1,000 population",Units,Undefined,,0.075697522314346
2011/12,England,North East,Cleveland,Disability,"Rate per 1,000 population",Units,Undefined,E23000013,0.0269085325162707
2011/12,England,North East,Durham,Disability,"Rate per 1,000 population",Units,Undefined,E23000008,0.0210159430176954
2011/12,England,North East,Northumbria,Disability,"Rate per 1,000 population",Units,Undefined,E23000007,0.0154883875814108
2011/12,England,North East,,Disability,"Rate per 1,000 population",Units,Undefined,E12000001,0.0192571292781157
2011/12,England,North West,Cheshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000006,0.0068047512717594
2011/12,England,North West,Cumbria,Disability,"Rate per 1,000 population",Units,Undefined,E23000002,0.0340124485561715
2011/12,England,North West,Greater Manchester,Disability,"Rate per 1,000 population",Units,Undefined,E23000005,0.0271841738952984
2011/12,England,North West,Lancashire,Disability,"Rate per 1,000 population",Units,Undefined,E23000003,0.027372980814962002
2011/12,England,North West,Merseyside,Disability,"Rate per 1,000 population",Units,Undefined,E23000004,0.0970472996950976
2011/12,England,North West,,Disability,"Rate per 1,000 population",Units,Undefined,E12000002,0.0384072417633827
2011/12,England,Yorkshire and The Humber,North Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000009,0.0175221436089858
2011/12,England,Yorkshire and The Humber,South Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000011,0.00669740029245314
2011/12,England,Yorkshire and The Humber,West Yorkshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000010,0.00404063804368468
2011/12,England,Yorkshire and The Humber,Humberside,Disability,"Rate per 1,000 population",Units,Undefined,E23000012,0.149229832459558
2011/12,England,Yorkshire and The Humber,,Disability,"Rate per 1,000 population",Units,Undefined,E12000003,0.0319578715830605
2011/12,England,East Midlands,Derbyshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000018,0.011768963477963999
2011/12,England,East Midlands,Leicestershire,Disability,"Rate per 1,000 population",Units,Undefined,E23000021,0.0952486628364266
2011/12,England,East Midlands,Lincolnshire,Disability,"Rate per 1,000 population",Units,Undefined,E23000020,0.00699527678911199
