Year,Units,Sex,Age,Occupation major group,Occupation sub-major group,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2007,Annual survey of hours and earnings (ASHE),,40 to 49,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,8.83
2007,Annual survey of hours and earnings (ASHE),,50 to 59,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,8.78
2007,Annual survey of hours and earnings (ASHE),,60 and over,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,7.83
2007,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,7.4
2007,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,8.8
2007,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.73
2007,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.1
2007,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.68
2007,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,8.96
2007,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,7.28
2007,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,8.82
2007,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.28
2007,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.68
2007,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.08
2007,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.76
2007,Annual survey of hours and earnings (ASHE),,18 to 21,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,7.8
2007,Annual survey of hours and earnings (ASHE),,22 to 29,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,8.75
2007,Annual survey of hours and earnings (ASHE),,30 to 39,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.03
2007,Annual survey of hours and earnings (ASHE),,40 to 49,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.44
2007,Annual survey of hours and earnings (ASHE),,50 to 59,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.27
2007,Annual survey of hours and earnings (ASHE),,60 and over,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,8.48
2007,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,,,,,Undefined,Units,GBP (£),,6.31
2007,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,,,,,Undefined,Units,GBP (£),,7.22
2007,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.07
2007,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.15
2007,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,,,,,Undefined,Units,GBP (£),,7.86
2007,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,,,,,Undefined,Units,GBP (£),,7.5
2007,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,6.88
2007,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.7
2007,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.61
2007,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.79
2007,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.61
2007,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.2
2007,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,5.98
2007,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,6.81
2007,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.56
2007,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.7
2007,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.4
2007,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.15
2007,Annual survey of hours and earnings (ASHE),Male,,,,,,,Undefined,Units,GBP (£),,14.67
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,,,,,,Undefined,Units,GBP (£),,7.23
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,,,,,,Undefined,Units,GBP (£),,11.05
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,,,,,,Undefined,Units,GBP (£),,15.43
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,,,,,,Undefined,Units,GBP (£),,17.06
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,,,,,,Undefined,Units,GBP (£),,16.02
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,,,,,,Undefined,Units,GBP (£),,13.08
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,9.52
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,14.42
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,22.31
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,25.73
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,25.24
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,20.36
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,10.01
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,15.36
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,23.27
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,26.62
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,26.18
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,21.35
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,8.46
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,10.55
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,15.35
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,19.35
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,18.63
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,15.43
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,,,,,Undefined,Units,GBP (£),,9.93
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,,,,,Undefined,Units,GBP (£),,16.04
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,,,,,Undefined,Units,GBP (£),,20.82
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,,,,,Undefined,Units,GBP (£),,23.28
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,,,,,Undefined,Units,GBP (£),,23.12
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,,,,,Undefined,Units,GBP (£),,21.74
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,10.42
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,14.86
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,19.45
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,20.24
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,20.1
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,17.22
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,19.62
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,26.68
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,44.79
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,44.65
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,38.6
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,15.07
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,19.57
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,21.98
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,24.51
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,24.98
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,7.88
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,17.67
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,22.56
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,23.97
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,20.05
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,19.46
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,9.04
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,12.96
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,16.16
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,17.45
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,16.73
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,15.18
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,8.19
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,11.47
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,14.22
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,15.82
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,14.7
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,13.37
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,8.67
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,11.59
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.73
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.65
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,14.0
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,12.38
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,11.52
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,13.09
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,15.36
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,17.54
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,17.41
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,14.17
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,13.03
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,15.55
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,18.02
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,"Culture, media and sports occupations",,,,Undefined,Units,GBP (£),,20.28
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,8.25
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,14.01
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,18.53
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,19.23
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,18.17
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Business and public service associate professionals,,,,Undefined,Units,GBP (£),,15.74
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,7.32
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,9.71
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,11.39
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,11.95
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,11.48
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Administrative and secretarial occupations,,,,,Undefined,Units,GBP (£),,10.35
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,7.37
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,9.76
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,11.41
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,11.96
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,11.47
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Administrative and secretarial occupations,Administrative occupations,,,,Undefined,Units,GBP (£),,10.27
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,6.11
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,8.18
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,10.5
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.36
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.68
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Administrative and secretarial occupations,Secretarial and related occupations,,,,Undefined,Units,GBP (£),,11.68
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,7.47
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,9.9
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,11.43
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,11.99
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,11.76
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Skilled trades occupations,,,,,Undefined,Units,GBP (£),,10.81
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,6.99
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,7.83
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,8.64
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,8.71
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,8.42
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Skilled trades occupations,Skilled agricultural and related trades,,,,Undefined,Units,GBP (£),,8.29
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,7.75
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,10.83
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,12.3
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,12.72
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,12.46
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Skilled trades occupations,"Skilled metal, electrical and electronic trades",,,,Undefined,Units,GBP (£),,11.35
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,7.64
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,10.11
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,11.62
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,11.84
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,11.52
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Skilled trades occupations,Skilled construction and building trades,,,,Undefined,Units,GBP (£),,11.01
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,6.6
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,7.85
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,9.24
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,10.12
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,9.82
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Skilled trades occupations,"Textiles, printing and other skilled trades",,,,Undefined,Units,GBP (£),,9.87
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,7.18
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,8.44
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.47
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.73
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,9.23
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Caring, leisure and other service occupations",,,,,Undefined,Units,GBP (£),,8.46
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,7.52
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,8.3
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,8.72
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.09
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,9.18
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Caring, leisure and other service occupations",Caring personal service occupations,,,,Undefined,Units,GBP (£),,8.57
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,6.88
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,8.66
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,10.68
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,10.64
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,9.27
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Caring, leisure and other service occupations","Leisure, travel and related personal service occupations",,,,Undefined,Units,GBP (£),,8.39
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,6.35
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,7.67
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,8.88
