Year,Units,Sex,Age,Occupation major group,Occupation sub-major group,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,8.99
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,8.52
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Sales and customer service occupations,,,,,Undefined,Units,GBP (£),,7.67
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,6.21
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,7.42
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.69
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.78
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,8.21
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Sales and customer service occupations,Sales occupations,,,,Undefined,Units,GBP (£),,7.65
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,7.03
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,8.39
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,9.45
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,10.03
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,9.86
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Sales and customer service occupations,Customer service occupations,,,,Undefined,Units,GBP (£),,7.78
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,7.54
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.01
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.9
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.38
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.96
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.11
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,7.42
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,9.14
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.63
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,11.31
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.8
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Process, plant and machine operatives","Process, plant and machine operatives",,,,Undefined,Units,GBP (£),,10.29
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,7.94
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,8.77
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.09
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.49
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,9.29
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,"Process, plant and machine operatives",Transport and mobile machine drivers and operatives,,,,Undefined,Units,GBP (£),,8.51
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Elementary occupations,,,,,Undefined,Units,GBP (£),,6.49
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Elementary occupations,,,,,Undefined,Units,GBP (£),,7.53
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.49
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.86
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.59
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Elementary occupations,,,,,Undefined,Units,GBP (£),,8.0
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,6.91
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.83
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.79
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,9.03
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.91
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,8.39
2007,Annual survey of hours and earnings (ASHE),Male,18 to 21,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,6.08
2007,Annual survey of hours and earnings (ASHE),Male,22 to 29,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.15
2007,Annual survey of hours and earnings (ASHE),Male,30 to 39,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.07
2007,Annual survey of hours and earnings (ASHE),Male,40 to 49,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.64
2007,Annual survey of hours and earnings (ASHE),Male,50 to 59,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,8.25
2007,Annual survey of hours and earnings (ASHE),Male,60 and over,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.68
2007,Annual survey of hours and earnings (ASHE),Female,,,,,,,Undefined,Units,GBP (£),,11.64
2007,Annual survey of hours and earnings (ASHE),Female,18 to 21,,,,,,Undefined,Units,GBP (£),,6.8
2007,Annual survey of hours and earnings (ASHE),Female,22 to 29,,,,,,Undefined,Units,GBP (£),,10.41
2007,Annual survey of hours and earnings (ASHE),Female,30 to 39,,,,,,Undefined,Units,GBP (£),,13.11
2007,Annual survey of hours and earnings (ASHE),Female,40 to 49,,,,,,Undefined,Units,GBP (£),,12.43
2007,Annual survey of hours and earnings (ASHE),Female,50 to 59,,,,,,Undefined,Units,GBP (£),,11.96
2007,Annual survey of hours and earnings (ASHE),Female,60 and over,,,,,,Undefined,Units,GBP (£),,10.2
2007,Annual survey of hours and earnings (ASHE),Female,18 to 21,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,8.45
2007,Annual survey of hours and earnings (ASHE),Female,22 to 29,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,12.95
2007,Annual survey of hours and earnings (ASHE),Female,30 to 39,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,18.17
2007,Annual survey of hours and earnings (ASHE),Female,40 to 49,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,18.74
2007,Annual survey of hours and earnings (ASHE),Female,50 to 59,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,16.48
2007,Annual survey of hours and earnings (ASHE),Female,60 and over,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,13.8
2007,Annual survey of hours and earnings (ASHE),Female,18 to 21,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,9.06
2007,Annual survey of hours and earnings (ASHE),Female,22 to 29,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,13.74
2007,Annual survey of hours and earnings (ASHE),Female,30 to 39,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,18.86
2007,Annual survey of hours and earnings (ASHE),Female,40 to 49,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,19.76
2007,Annual survey of hours and earnings (ASHE),Female,50 to 59,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,17.22
2007,Annual survey of hours and earnings (ASHE),Female,60 and over,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,14.4
2007,Annual survey of hours and earnings (ASHE),Female,18 to 21,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,7.31
2007,Annual survey of hours and earnings (ASHE),Female,22 to 29,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,10.12
2007,Annual survey of hours and earnings (ASHE),Female,30 to 39,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,13.67
2007,Annual survey of hours and earnings (ASHE),Female,40 to 49,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,13.31
2007,Annual survey of hours and earnings (ASHE),Female,50 to 59,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,13.15
2007,Annual survey of hours and earnings (ASHE),Female,60 and over,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,11.49
2007,Annual survey of hours and earnings (ASHE),Female,18 to 21,Professional occupations,,,,,Undefined,Units,GBP (£),,11.09
2007,Annual survey of hours and earnings (ASHE),Female,22 to 29,Professional occupations,,,,,Undefined,Units,GBP (£),,15.68
2007,Annual survey of hours and earnings (ASHE),Female,30 to 39,Professional occupations,,,,,Undefined,Units,GBP (£),,19.72
2007,Annual survey of hours and earnings (ASHE),Female,40 to 49,Professional occupations,,,,,Undefined,Units,GBP (£),,20.88
2007,Annual survey of hours and earnings (ASHE),Female,50 to 59,Professional occupations,,,,,Undefined,Units,GBP (£),,21.35
2007,Annual survey of hours and earnings (ASHE),Female,60 and over,Professional occupations,,,,,Undefined,Units,GBP (£),,20.61
2007,Annual survey of hours and earnings (ASHE),Female,22 to 29,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,13.83
