Year,Units,Sex,Sex by disability,Working Pattern,Age,Occupation,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,9.27
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,12.35
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.31
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.39
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,7.83
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,12.24
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,9.64
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,11.18
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,11.69
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,8.37
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,19.84
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,12.88
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,15.2
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,11.45
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,London,Undefined,Units,GBP (£),E12000007,19.48
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,London,Undefined,Units,GBP (£),E12000007,14.5
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,London,Undefined,Units,GBP (£),E12000007,17.32
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,18.0
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,11.83
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,12.2
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,8.17
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,10.47
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,7.55
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,11.97
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,9.64
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,10.93
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,11.54
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,7.67
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,12.88
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,8.72
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,11.0
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,8.35
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,12.66
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,10.27
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,11.62
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,12.18
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,8.42
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,14.69
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,9.91
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,11.9
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,9.11
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,14.46
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,11.14
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,13.04
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,13.68
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,9.26
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,12.71
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,9.49
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,10.59
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,8.29
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,12.52
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,9.89
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,11.38
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,11.94
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,8.53
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,12.76
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,9.3
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,10.64
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,8.21
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,12.58
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,9.94
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,11.47
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,12.01
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,8.42
2005,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,12.39
2005,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,9.42
2005,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,10.74
2005,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,8.13
2005,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,12.24
2005,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,9.96
2005,1. Annual survey of hours and earnings (ASHE),,,,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,11.26
2005,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,11.8
2005,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,8.36
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,14.14
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,10.76
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,11.43
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,9.33
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,East of England,Undefined,Units,GBP (£),E12000006,13.96
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,East of England,Undefined,Units,GBP (£),E12000006,10.81
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,East of England,Undefined,Units,GBP (£),E12000006,12.64
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,13.2
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,9.62
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,12.96
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.23
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.84
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,8.25
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,12.82
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.1
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,11.71
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,12.24
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,8.65
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,20.29
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,13.05
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,15.58
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,11.71
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,London,Undefined,Units,GBP (£),E12000007,19.92
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,London,Undefined,Units,GBP (£),E12000007,14.91
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,London,Undefined,Units,GBP (£),E12000007,17.74
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,18.4
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,12.08
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,12.53
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,8.29
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,10.64
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,7.85
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,12.29
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,9.91
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,11.23
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,11.8
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,7.94
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,13.38
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,10.26
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,11.27
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,8.73
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,13.21
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,10.61
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,12.07
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,12.58
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,9.05
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,15.59
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,10.94
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,12.25
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,9.55
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,15.35
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,11.54
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,13.73
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,14.37
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,9.84
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,13.09
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,10.43
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,10.95
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,9.02
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,12.94
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,10.37
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,11.83
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,12.32
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,9.3
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,13.18
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,9.11
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,10.97
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,8.8
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,12.99
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,10.39
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,11.9
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,12.4
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,8.86
2006,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,12.73
2006,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,9.53
2006,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,10.95
2006,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,8.58
2006,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,12.57
2006,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,10.26
2006,1. Annual survey of hours and earnings (ASHE),,,,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,11.58
2006,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,12.09
2006,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,Yorkshire and the Humber,Undefined,Units,GBP (£),E12000003,8.76
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,14.46
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,11.61
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,11.82
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,9.54
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,East of England,Undefined,Units,GBP (£),E12000006,14.31
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,East of England,Undefined,Units,GBP (£),E12000006,11.13
2007,1. Annual survey of hours and earnings (ASHE),,,,,,,England,East of England,Undefined,Units,GBP (£),E12000006,13.01
2007,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,13.57
2007,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,East of England,Undefined,Units,GBP (£),E12000006,9.97
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,13.2
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.43
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.96
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,8.4
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,13.05
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,10.24
2007,1. Annual survey of hours and earnings (ASHE),,,,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,11.91
2007,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,12.44
2007,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,East Midlands,Undefined,Units,GBP (£),E12000004,8.84
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,20.67
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,13.7
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,16.16
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,12.32
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,London,Undefined,Units,GBP (£),E12000007,20.31
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,London,Undefined,Units,GBP (£),E12000007,15.5
2007,1. Annual survey of hours and earnings (ASHE),,,,,,,England,London,Undefined,Units,GBP (£),E12000007,18.26
2007,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,London,Undefined,Units,GBP (£),E12000007,18.9
2007,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,London,Undefined,Units,GBP (£),E12000007,12.71
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,12.56
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,9.2
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,11.08
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,8.75
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,12.39
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,10.42
2007,1. Annual survey of hours and earnings (ASHE),,,,,,,England,North East,Undefined,Units,GBP (£),E12000001,11.53
2007,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,12.01
2007,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,North East,Undefined,Units,GBP (£),E12000001,8.83
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,13.94
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,9.8
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,11.85
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,9.17
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,13.71
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,11.15
2007,1. Annual survey of hours and earnings (ASHE),,,,,,,England,North West,Undefined,Units,GBP (£),E12000002,12.59
2007,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,13.15
2007,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,North West,Undefined,Units,GBP (£),E12000002,9.31
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,15.96
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,11.19
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,12.8
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,9.95
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,15.72
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,12.03
2007,1. Annual survey of hours and earnings (ASHE),,,,,,,England,South East,Undefined,Units,GBP (£),E12000008,14.17
2007,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,14.83
2007,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,South East,Undefined,Units,GBP (£),E12000008,10.21
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,13.73
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,11.34
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,11.39
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,9.61
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,13.58
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,10.86
2007,1. Annual survey of hours and earnings (ASHE),,,,,,,England,South West,Undefined,Units,GBP (£),E12000009,12.42
2007,1. Annual survey of hours and earnings (ASHE),,,Full Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,12.89
2007,1. Annual survey of hours and earnings (ASHE),,,Part Time,,,,England,South West,Undefined,Units,GBP (£),E12000009,9.98
2007,1. Annual survey of hours and earnings (ASHE),Men,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,13.38
2007,1. Annual survey of hours and earnings (ASHE),Men,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,10.4
2007,1. Annual survey of hours and earnings (ASHE),Women,,Full Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,11.29
2007,1. Annual survey of hours and earnings (ASHE),Women,,Part Time,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,8.98
2007,1. Annual survey of hours and earnings (ASHE),Men,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,13.23
2007,1. Annual survey of hours and earnings (ASHE),Women,,,,,,England,West Midlands,Undefined,Units,GBP (£),E12000005,10.64
